[22:54:15] 28800 frames at 1920x1080
[22:54:15] tile 224px (resized to 224 for the model), stride 112, 153 tiles/frame
[23:44:32] 008313.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:44:33] 008314.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:44:33] 008315.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:44:33] 008316.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:44:53] 008370.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.999)
[23:44:53] 008371.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.998)
[23:44:54] 008372.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.998)
[23:44:54] 008373.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.998)
[23:44:54] 008374.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.993)
[23:44:55] 008375.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.986)
[23:44:55] 008376.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.983)
[23:44:56] 008377.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.983)
[23:44:56] 008378.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.993)
[23:44:56] 008379.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.997)
[23:44:57] 008380.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:44:57] 008381.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.999)
[23:44:58] 008382.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:44:58] 008383.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.999)
[23:44:58] 008384.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:44:59] 008385.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:44:59] 008386.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:45:00] 008387.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:45:00] 008388.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.999)
[23:45:00] 008389.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.991)
[23:45:01] 008390.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.984)
[23:45:01] 008391.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.989)
[23:45:02] 008392.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.991)
[23:45:02] 008393.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.993)
[23:45:02] 008394.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.993)
[23:45:03] 008395.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.993)
[23:45:03] 008396.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (0.995)
[23:45:04]   8400/28800 frames, 2.8 fps, ~123.4 min left
[23:45:22] 008449.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:23] 008450.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:23] 008451.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:24] 008452.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:24] 008453.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:24] 008454.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:25] 008455.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:25] 008456.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:26] 008457.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:26] 008458.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:26] 008459.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:27] 008460.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:27] 008461.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:28] 008462.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:45:28] 008463.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:45:28] 008464.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (0.930)
[23:45:29] 008465.jpg tile=(896,448) offset=(48, 20) repair-heal (great) (1.000)
[23:45:29] 008466.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:30] 008467.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:30] 008468.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:30] 008469.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:31] 008470.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:31] 008471.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:32] 008472.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:32] 008473.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:45:41]   8500/28800 frames, 2.8 fps, ~122.9 min left
[23:46:17]   8600/28800 frames, 2.8 fps, ~122.2 min left
[23:46:53]   8700/28800 frames, 2.8 fps, ~121.6 min left
[23:47:29]   8800/28800 frames, 2.8 fps, ~121.0 min left
[23:48:05]   8900/28800 frames, 2.8 fps, ~120.4 min left
[23:48:41]   9000/28800 frames, 2.8 fps, ~119.8 min left
[23:49:17]   9100/28800 frames, 2.8 fps, ~119.1 min left
[23:49:52]   9200/28800 frames, 2.8 fps, ~118.5 min left
[23:49:58] 009213.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:49:58] 009214.jpg tile=(896,336) offset=(48, -92) repair-heal (out) (1.000)
[23:49:58] 009215.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:49:59] 009216.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:49:59] 009217.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:50:00] 009218.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:50:00] 009219.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.998)
[23:50:00] 009220.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:50:01] 009221.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:50:01] 009222.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:50:02] 009223.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (0.999)
[23:50:02] 009224.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:02] 009225.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:03] 009226.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:03] 009227.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:04] 009228.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:04] 009229.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:04] 009230.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:05] 009231.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:05] 009232.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:06] 009233.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:06] 009234.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:07] 009235.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:07] 009236.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:07] 009237.jpg tile=(784,448) offset=(-64, 20) repair-heal (out) (1.000)
[23:50:08] 009238.jpg tile=(784,448) offset=(-64, 20) repair-heal (ante-frontier) (0.999)
[23:50:08] 009239.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:09] 009240.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:09] 009241.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:09] 009242.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:10] 009243.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:10] 009244.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:11] 009245.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:11] 009246.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:11] 009247.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:30]   9300/28800 frames, 2.8 fps, ~118.0 min left
[23:50:38] 009320.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:38] 009321.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:38] 009322.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:39] 009323.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:39] 009324.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:40] 009325.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:40] 009326.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:41] 009327.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:41] 009328.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:41] 009329.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:42] 009330.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:42] 009331.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:43] 009332.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:43] 009333.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:43] 009334.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:44] 009335.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:44] 009336.jpg tile=(896,448) offset=(48, 20) repair-heal (out) (1.000)
[23:50:45] 009337.jpg tile=(896,448) offset=(48, 20) repair-heal (ante-frontier) (1.000)
[23:50:45] 009338.jpg tile=(896,448) offset=(48, 20) repair-heal (great) (1.000)
[23:50:45] 009339.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:46] 009340.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:46] 009341.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:47] 009342.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:47] 009343.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:47] 009344.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:48] 009345.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:48] 009346.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:50:49] 009347.jpg tile=(784,448) offset=(-64, 20) repair-heal (great) (1.000)
[23:51:07]   9400/28800 frames, 2.8 fps, ~117.4 min left
[23:51:43]   9500/28800 frames, 2.8 fps, ~116.8 min left
[23:52:19]   9600/28800 frames, 2.8 fps, ~116.1 min left
[23:52:55]   9700/28800 frames, 2.8 fps, ~115.5 min left
[23:53:31]   9800/28800 frames, 2.8 fps, ~114.9 min left
[23:54:06]   9900/28800 frames, 2.8 fps, ~114.3 min left
[23:54:42]   10000/28800 frames, 2.8 fps, ~113.6 min left
[23:55:18]   10100/28800 frames, 2.8 fps, ~113.0 min left
[23:55:54]   10200/28800 frames, 2.8 fps, ~112.4 min left
[23:56:29]   10300/28800 frames, 2.8 fps, ~111.8 min left
[23:57:05]   10400/28800 frames, 2.8 fps, ~111.2 min left
[23:57:41]   10500/28800 frames, 2.8 fps, ~110.6 min left
[23:58:17]   10600/28800 frames, 2.8 fps, ~109.9 min left
[23:58:53]   10700/28800 frames, 2.8 fps, ~109.3 min left
[23:59:29]   10800/28800 frames, 2.8 fps, ~108.7 min left
[00:00:04]   10900/28800 frames, 2.8 fps, ~108.1 min left
[00:00:40]   11000/28800 frames, 2.8 fps, ~107.5 min left
[00:01:16]   11100/28800 frames, 2.8 fps, ~106.9 min left
[00:01:52]   11200/28800 frames, 2.8 fps, ~106.3 min left
[00:02:28]   11300/28800 frames, 2.8 fps, ~105.6 min left
[00:03:03]   11400/28800 frames, 2.8 fps, ~105.0 min left
[00:03:39]   11500/28800 frames, 2.8 fps, ~104.4 min left
[00:04:15]   11600/28800 frames, 2.8 fps, ~103.8 min left
[00:04:51]   11700/28800 frames, 2.8 fps, ~103.2 min left
[00:05:27]   11800/28800 frames, 2.8 fps, ~102.6 min left
[00:06:02]   11900/28800 frames, 2.8 fps, ~102.0 min left
[00:06:38]   12000/28800 frames, 2.8 fps, ~101.3 min left
[00:07:14]   12100/28800 frames, 2.8 fps, ~100.7 min left
[00:07:50]   12200/28800 frames, 2.8 fps, ~100.1 min left
[00:08:14] 012267.jpg tile=(0,448) offset=(-848, 20) full black (out) (0.966)
[00:08:26]   12300/28800 frames, 2.8 fps, ~99.5 min left
[00:09:01]   12400/28800 frames, 2.8 fps, ~98.9 min left
[00:09:37]   12500/28800 frames, 2.8 fps, ~98.3 min left
[00:10:13]   12600/28800 frames, 2.8 fps, ~97.7 min left
[00:10:49]   12700/28800 frames, 2.8 fps, ~97.1 min left
[00:11:24]   12800/28800 frames, 2.8 fps, ~96.4 min left
[00:12:00]   12900/28800 frames, 2.8 fps, ~95.8 min left
[00:12:36]   13000/28800 frames, 2.8 fps, ~95.2 min left
[00:13:12]   13100/28800 frames, 2.8 fps, ~94.6 min left
[00:13:47]   13200/28800 frames, 2.8 fps, ~94.0 min left
[00:14:23]   13300/28800 frames, 2.8 fps, ~93.4 min left
[00:14:59]   13400/28800 frames, 2.8 fps, ~92.8 min left
[00:15:35]   13500/28800 frames, 2.8 fps, ~92.2 min left
[00:16:11]   13600/28800 frames, 2.8 fps, ~91.6 min left
[00:16:46]   13700/28800 frames, 2.8 fps, ~91.0 min left
[00:17:22]   13800/28800 frames, 2.8 fps, ~90.3 min left
[00:17:58]   13900/28800 frames, 2.8 fps, ~89.7 min left
[00:18:34]   14000/28800 frames, 2.8 fps, ~89.1 min left
[00:19:09]   14100/28800 frames, 2.8 fps, ~88.5 min left
[00:19:45]   14200/28800 frames, 2.8 fps, ~87.9 min left
[00:20:21]   14300/28800 frames, 2.8 fps, ~87.3 min left
[00:20:57]   14400/28800 frames, 2.8 fps, ~86.7 min left
[00:21:33]   14500/28800 frames, 2.8 fps, ~86.1 min left
[00:22:09]   14600/28800 frames, 2.8 fps, ~85.5 min left
[00:22:45]   14700/28800 frames, 2.8 fps, ~84.9 min left
[00:23:21]   14800/28800 frames, 2.8 fps, ~84.3 min left
[00:23:57]   14900/28800 frames, 2.8 fps, ~83.7 min left
[00:24:33]   15000/28800 frames, 2.8 fps, ~83.1 min left
[00:25:09]   15100/28800 frames, 2.8 fps, ~82.5 min left
[00:25:45]   15200/28800 frames, 2.8 fps, ~81.9 min left
[00:26:21]   15300/28800 frames, 2.8 fps, ~81.3 min left
[00:26:57]   15400/28800 frames, 2.8 fps, ~80.7 min left
[00:27:32]   15500/28800 frames, 2.8 fps, ~80.0 min left
[00:28:08]   15600/28800 frames, 2.8 fps, ~79.4 min left
[00:28:44]   15700/28800 frames, 2.8 fps, ~78.8 min left
[00:29:20]   15800/28800 frames, 2.8 fps, ~78.2 min left
[00:29:55]   15900/28800 frames, 2.8 fps, ~77.6 min left
[00:30:31]   16000/28800 frames, 2.8 fps, ~77.0 min left
[00:31:08]   16100/28800 frames, 2.8 fps, ~76.4 min left
[00:31:44]   16200/28800 frames, 2.8 fps, ~75.8 min left
[00:32:20]   16300/28800 frames, 2.8 fps, ~75.2 min left
[00:32:56]   16400/28800 frames, 2.8 fps, ~74.6 min left
[00:33:32]   16500/28800 frames, 2.8 fps, ~74.0 min left
[00:34:07]   16600/28800 frames, 2.8 fps, ~73.4 min left
[00:34:43]   16700/28800 frames, 2.8 fps, ~72.8 min left
[00:35:19]   16800/28800 frames, 2.8 fps, ~72.2 min left
[00:35:31] 016834.jpg tile=(896,448) offset=(48, 20) wiggle (out) (1.000)
[00:35:32] 016835.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:35:32] 016836.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:33] 016837.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:35:33] 016838.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:35:33] 016839.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:34] 016840.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:35:34] 016841.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.994)
[00:35:35] 016842.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:35] 016843.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:35:35] 016844.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:35:36] 016845.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:36] 016846.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:35:37] 016847.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:35:37] 016849.jpg tile=(896,448) offset=(48, 20) wiggle (great) (0.997)
[00:35:38] 016850.jpg tile=(896,448) offset=(48, 20) wiggle (great) (0.999)
[00:35:38] 016852.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.945)
[00:35:39] 016853.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.973)
[00:35:39] 016854.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.958)
[00:35:41] 016860.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.964)
[00:35:42] 016861.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.995)
[00:35:42] 016862.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.995)
[00:35:43] 016863.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:43] 016864.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:35:43] 016865.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:35:44] 016866.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:35:44] 016867.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.994)
[00:35:45] 016868.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.985)
[00:35:45] 016870.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.992)
[00:35:46] 016871.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.990)
[00:35:46] 016872.jpg tile=(784,448) offset=(-64, 20) wiggle (frontier) (0.957)
[00:35:47] 016873.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.967)
[00:35:47] 016874.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.973)
[00:35:47] 016875.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.994)
[00:35:48] 016876.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.974)
[00:35:48] 016877.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.988)
[00:35:50] 016881.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.975)
[00:35:50] 016882.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.986)
[00:35:50] 016883.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.988)
[00:35:51] 016884.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:35:51] 016885.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:35:52] 016886.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.981)
[00:35:52] 016887.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:52] 016888.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:35:53] 016890.jpg tile=(896,336) offset=(48, -92) wiggle (great) (0.995)
[00:35:54] 016891.jpg tile=(896,448) offset=(48, 20) wiggle (great) (1.000)
[00:35:54] 016892.jpg tile=(896,448) offset=(48, 20) wiggle (great) (1.000)
[00:35:54] 016893.jpg tile=(896,448) offset=(48, 20) wiggle (frontier) (0.974)
[00:35:55] 016895.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.987)
[00:35:55] 016896.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:35:56] 016897.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.975)
[00:35:57]   16900/28800 frames, 2.8 fps, ~71.6 min left
[00:35:57] 016900.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.920)
[00:35:57] 016901.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.977)
[00:35:58] 016902.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.986)
[00:35:58] 016903.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.988)
[00:35:59] 016904.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.992)
[00:35:59] 016905.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.992)
[00:35:59] 016906.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.993)
[00:36:00] 016907.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.995)
[00:36:00] 016908.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:36:01] 016909.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.983)
[00:36:01] 016911.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.981)
[00:36:02] 016912.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.999)
[00:36:02] 016913.jpg tile=(784,336) offset=(-64, -92) wiggle (great) (0.931)
[00:36:02] 016914.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.961)
[00:36:03] 016915.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.996)
[00:36:03] 016916.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.981)
[00:36:04] 016917.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.988)
[00:36:04] 016918.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.995)
[00:36:04] 016919.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.986)
[00:36:05] 016920.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.959)
[00:36:06] 016922.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.932)
[00:36:06] 016923.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.990)
[00:36:06] 016924.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:36:07] 016925.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:36:07] 016926.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:36:08] 016927.jpg tile=(896,448) offset=(48, 20) wiggle (out) (1.000)
[00:36:08] 016928.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:36:08] 016929.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.998)
[00:36:09] 016930.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.984)
[00:36:09] 016931.jpg tile=(896,448) offset=(48, 20) wiggle (frontier) (0.987)
[00:36:10] 016933.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.999)
[00:36:10] 016934.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.994)
[00:36:11] 016935.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.931)
[00:36:13] 016941.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.975)
[00:36:13] 016942.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.994)
[00:36:14] 016943.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:36:14] 016944.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.995)
[00:36:15] 016945.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:36:15] 016946.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.998)
[00:36:15] 016947.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:36:16] 016948.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.990)
[00:36:16] 016949.jpg tile=(784,448) offset=(-64, 20) wiggle (frontier) (0.925)
[00:36:16] 016950.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.959)
[00:36:17] 016951.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.994)
[00:36:18] 016953.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.905)
[00:36:18] 016954.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.966)
[00:36:18] 016955.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.983)
[00:36:19] 016956.jpg tile=(896,336) offset=(48, -92) wiggle (out) (0.969)
[00:36:21] 016961.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.987)
[00:36:21] 016962.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.989)
[00:36:21] 016963.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.993)
[00:36:22] 016964.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:36:22] 016965.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.997)
[00:36:23] 016966.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.996)
[00:36:23] 016967.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.995)
[00:36:23] 016968.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.985)
[00:36:24] 016969.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.979)
[00:36:24] 016970.jpg tile=(896,448) offset=(48, 20) wiggle (frontier) (0.957)
[00:36:25] 016972.jpg tile=(896,448) offset=(48, 20) wiggle (great) (1.000)
[00:36:25] 016973.jpg tile=(896,448) offset=(48, 20) wiggle (frontier) (0.952)
[00:36:26] 016974.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.952)
[00:36:27] 016978.jpg tile=(896,448) offset=(48, 20) full black (out) (0.946)
[00:36:28] 016979.jpg tile=(896,448) offset=(48, 20) full black (out) (0.929)
[00:36:28] 016980.jpg tile=(896,448) offset=(48, 20) full black (out) (0.960)
[00:36:29] 016982.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.983)
[00:36:29] 016983.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.970)
[00:36:30] 016984.jpg tile=(896,448) offset=(48, 20) wiggle (out) (0.981)
[00:36:30] 016985.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.991)
[00:36:30] 016986.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.988)
[00:36:31] 016987.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.997)
[00:36:31] 016988.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.998)
[00:36:32] 016989.jpg tile=(784,448) offset=(-64, 20) wiggle (out) (0.991)
[00:36:33] 016992.jpg tile=(784,448) offset=(-64, 20) wiggle (great) (0.999)
